"AMEX Securities as of 11/9/2007","","",""
"Name","Symbol","Market Value (millions)","Description (as filed with the SEC)"
"Callisto Pharmaceuticals, Inc.","KAL","$18.4","Callisto Pharmaceuticals, Inc. is referred to throughout this report as
“Callisto,” “we” or “us.”

We are a biopharmaceutical company focused on the development of drugs to treat
neuroendocrine cancer (including advanced carcinoid cancer), acute leukemia (a
disease of the white blood cells), and multiple myeloma (an incurable blood
cancer that invades and proliferates in bone marrow).  Our lead drug candidate,
Atiprimod, is an orally administered drug with antiproliferative and
antiangiogenic activity.  Atiprimod is presently in three clinical trials in
neuroendocrine cancer, relapsed or refractory multiple myeloma and advanced
cancer patients at a number of clinical sites in the U.S.  On November 7, 2006,
we announced the initiation of a multi-center, open-label Phase II clinical
trial of Atiprimod in low to intermediate grade neuroendocrine carcinomas,
including advanced carcinoid cancer patients.&nbsp;&nbsp;... More...""http://secfilings.nasdaq.com/edgar_conv_html%2f2007%2f04%2f17%2f0001104659-07-028896.html#FIS_BUSINESS"" &nbsp;&nbsp;"
"Camden National Corporation","CAC","$216.2","Overview. Camden National Corporation (hereafter referred to as “we,” “our,”
“us,” or the “Company”), with $1.8 billion in assets, is a publicly held, bank
holding company incorporated under the laws of the State of Maine and
headquartered in Camden, Maine. The Company, as a diversified financial services
provider, pursues the objective of achieving long-term sustainable growth by
balancing growth opportunities against profit, while mitigating risks inherent
in the financial services industry. The primary business of the Company and its
subsidiaries is to attract deposits from consumer, institutional, non-profit and
commercial customers and to extend loans to consumer, institutional, non-profit
and commercial customers.&nbsp;&nbsp;... More...""http://secfilings.nasdaq.com/edgar_conv_html%2f2007%2f03%2f09%2f0001193125-07-050628.html#FIS_BUSINESS"" &nbsp;&nbsp;"
"Canadian Superior Energy Inc","SNG","$395.0","Canadian Superior is a crude oil and natural gas exploration and production
company with its primary emphasis on the exploration for, and production of,
crude oil and natural gas in western Canada, offshore Nova Scotia, and offshore
Trinidad and Tobago.

HISTORY

The most significant events in the development of the business of Canadian
Superior during the past three completed fiscal years are described below.

On February 16, 2005, Canadian Superior announced that the Toronto Stock
Exchange completed its review of Canadian Superior Energy and determined that
Canadian Superior meets the Toronto Stock Exchange's continued listing
requirements.

On February 1, 2005, the Corporation announced that its first Windfall area
exploration well had been successfully drilled. The well drilled at 14-33-60-14
W5M (W.I. 40%) was AOF'd at 1,300 mcf/d and has an estimated stabilized rate of
750 mcf/d.&nbsp;&nbsp;... More...""http://secfilings.nasdaq.com/edgar_conv_html%2f2005%2f06%2f08%2f0001047469-05-016719.html#FIS_BUSINESS"" &nbsp;&nbsp;"
"CanArgo Energy Corporation","CNR","$140.7","We operate as an oil and gas exploration and production company and as a
holding company carry out our activities through a number of operating
subsidiaries and associated or affiliated companies. These operating companies
are generally focused on one of our projects, and this structure assists in
maintaining separate cost centers for these different projects.
   The address of the principal and administrative offices of CanArgo is P.O.
Box 291, St Peter Port, Guernsey, British Isles GY1 3RR (Tel. No. (44) 1481 729
980).
   We file reports with the Securities and Exchange Commission (the
“Commission”). The public may read and copy any materials that we file with the
Commission at the Commission’s Public Reference Room at 450 Fifth Street, NW,
Washington, DC 20549.&nbsp;&nbsp;... More...""http://secfilings.nasdaq.com/edgar_conv_html%2f2007%2f03%2f15%2f0001156973-07-000406.html#FIS_BUSINESS"" &nbsp;&nbsp;"
"Cano Petroleum, Inc.","CFW","$253.1","Cano Petroleum, Inc. (together with its direct and indirect subsidiaries,
""Cano,"" ""we,"" ""us,"" or the ""Company"") is a growing independent oil and natural
gas company. Our strategy is to acquire assets with a high ratio of non-proven
or proved undeveloped reserves suitable for EOR techniques, primarily on the
onshore United States for a low cost. We intend to convert these non-proven
and/or proved undeveloped reserves into proved producing reserves by applying
water, gas or chemical flooding and other EOR techniques. During our first three
years of operations, our primary focus has been to achieve growth through
acquiring interests in existing, mature fields in Texas, Oklahoma and New
Mexico. We believe the portfolio of oil and natural gas properties we have
acquired to date provides suitable opportunities to apply EOR techniques.&nbsp;&nbsp;... More...""http://secfilings.nasdaq.com/edgar_conv_html%2f2007%2f09%2f11%2f0001047469-07-006934.html#FIS_BUSINESS"" &nbsp;&nbsp;"
"Canterbury Park Holding Corporation","ECP","$48.0","Canterbury Park Holding Corporation (the ""Company"") hosts pari-mutuel
wagering associated with live Thoroughbred and Quarter Horse racing at its
facilities in Shakopee, Minnesota (the ""Racetrack"") and pari-mutuel wagering
on races held at out-of-state racetracks that are televised simultaneously at
the Racetrack (""simulcasting""). Commencing on April 19, 2000, the Company
began operations of its Card Club as discussed below. The Company also derives
revenues from related services and activities, such as concessions, parking,
admissions and programs, and from other entertainment events held at the
Racetrack.

     The Company was incorporated under the laws of Minnesota on March 24,
1994 and acquired the Racetrack on March 29, 1994. On May 6, 1994 the Company
commenced simulcasting operations, which now are generally conducted seven
days per week.&nbsp;&nbsp;... More...""http://secfilings.nasdaq.com/edgar_conv_html%2f2001%2f03%2f30%2f0000912057-01-505787.html#FIS_BUSINESS"" &nbsp;&nbsp;"
"Canyon Resources Corporation","CAU","$21.7","Asset Exchange Agreement: On December 29, 2006, we entered into an Asset
Exchange Agreement with several subsidiaries of Newmont Mining Corp. (“Newmont”)
to acquire the 3% NSR royalty held by Newmont on Canyon’s CR Briggs Mine in Inyo
County, California. In addition, Canyon has entered into an Agreement with
Newmont to acquire an option on the Adelaide Gold Project in Humboldt County,
Nevada and the Tuscarora Gold Project in Elko County, Nevada. In exchange,
Newmont received from us certain mineral rights, surface leases, and facilities
near Lincoln, Montana with associated intellectual property and Newmont will
assume all associated reclamation liability.
Cut-off Grade: The minimum grade of mineralized material used to establish
reserves and mineralized material.
Doré: Unrefined gold and silver bullion consisting of approximately 90% precious
metals that will be further refined to almost pure metal.&nbsp;&nbsp;... More...""http://secfilings.nasdaq.com/edgar_conv_html%2f2007%2f03%2f02%2f0001035704-07-000187.html#FIS_BUSINESS"" &nbsp;&nbsp;"
"Capital Alliance Income Trust Ltd.","CAA","$2.2","Unless the context otherwise requires, references herein to the ""Company""
refer to Capital Alliance Income Trust Ltd., A Real Estate Investment Trust (the
""Trust""), and Capital Alliance Funding Corporation (""CAFC""), collectively. The
Trust was incorporated in Delaware on December 12, 1995. On April 15, 1997 the
Trust formed CAFC, a REIT subsidiary, to conduct a mortgage banking business. On
March 31, 2006, CAFC suspended the origination of mortgages for the benefit of
the Company.

     Capital Alliance Income Trust Ltd., A Real Estate Investment Trust, is a
specialty mortgage finance company, which, together with its subsidiary
emphasizes two areas referred to herein as (1) the Mortgage Investment Business
and (2) the Mortgage Banking Business. During 2006 and 2005, all mortgage
investments originated by the Company were originated by CAFC and portfolio
investments were sold to the Trust by CAFC at par.&nbsp;&nbsp;... More...""http://secfilings.nasdaq.com/edgar_conv_html%2f2007%2f04%2f02%2f0001079973-07-000215.html#FIS_BUSINESS"" &nbsp;&nbsp;"
"Capital Properties, Inc.","CPI","$79.2","The Company was organized as a business corporation under the laws of Rhode
Island in 1983 as Providence and Worcester Company and is the successor by
merger in 1983 to a corporation also named Providence and Worcester Company
which was organized under the laws of Delaware in 1979. The Company’s corporate
name was changed to Capital Properties, Inc. in 1984.
Business of Company
The Company owns approximately 18 acres of land in the Capital Center area in
downtown Providence, Rhode Island which it leases or is holding for lease to
third parties (see “Properties Under Long-Term Leases” and “Properties Under
Short-Term Lease,” in Item 2 below). The Company is the largest single landowner
in the Capital Center area but is nevertheless subject to some measure of
competition from other landowners in the vicinity of the Company’s properties.&nbsp;&nbsp;... More...""http://secfilings.nasdaq.com/edgar_conv_html%2f2006%2f03%2f17%2f0000950135-06-001681.html#FIS_BUSINESS"" &nbsp;&nbsp;"
"Capitol Acquisition Corp","CLA/U","N/A","Not Available"
"Caraco Pharmaceutical Laboratories, Ltd.","CPD","$420.5","Caraco Pharmaceutical Laboratories, Ltd. (“Caraco” which is also referred
to as the “Company,” the “Corporation,” “we,” “us” or “our”) is a corporation
organized under Michigan law in 1984, engaged in the business of developing,
manufacturing, marketing and distributing generic and private-label
pharmaceuticals to the nation’s largest wholesalers, distributors, warehousing
and non-warehousing chain drugstores and managed care providers, throughout the
U.S. and Puerto Rico.

     Generic pharmaceutical products are the chemical and therapeutic
equivalents of reference brand drugs. A reference brand drug is an approved drug
product listed in the U.S. Food and Drug Administration (“FDA”) publication
entitledApproved Drug Products with Therapeutic Equivalence
Evaluations,popularly known as the “Orange Book.&nbsp;&nbsp;... More...""http://secfilings.nasdaq.com/edgar_conv_html%2f2007%2f05%2f14%2f0001169232-07-002329.html#FIS_BUSINESS"" &nbsp;&nbsp;"
