key	prez_2008	prez_2004	prez_2000	prez_1996	prez_1992	rank	circ	daily	sun	lat	lng	st	city	paper	metro	pop
Portland Press Herald	Obama	Kerry	Gore				64938			43.661471	-70.2553259	ME	Portland	Portland Press Herald	"#<struct CityMetro st=""ME"", city=""Portland"", fips_state=""23"", fips_place=""60545"", cbsa_code=""38860"", metro_name=""Portland-South Portland-Biddeford, ME MSA"", metro_stature=""MSA"", pop_2007=513102, pop_2000=487566, pop_rank=98, pop_chg_pct_00_07=5.24, pop_chg_pct_avg=0.75, pop_at_or_above=196270122, pop_aoa_pct=64.3, metro_st=""ME"", metro_nickname="""", csa_name=""Portland-Lewiston-South Portland, ME CSA"">"	63142
Los Angeles Times	Obama	none				4	773884	773884	1101981	34.0522342	-118.2436849	CA	Los Angeles	Los Angeles Times	"#<struct CityMetro st=""CA"", city=""Los Angeles"", fips_state=""06"", fips_place=""44000"", cbsa_code=""31100"", metro_name=""Los Angeles-Long Beach-Santa Ana, CA MSA"", metro_stature=""MSA"", pop_2007=12875587, pop_2000=12365627, pop_rank=2, pop_chg_pct_00_07=4.12, pop_chg_pct_avg=0.59, pop_at_or_above=31691575, pop_aoa_pct=10.4, metro_st=""CA"", metro_nickname=""Greater Los Angeles, The Southland"", csa_name=""Los Angeles-Long Beach-Riverside, CA CSA"">"	3694820
Daily Democrat	Obama						8883			38.6785157	-121.7732971	CA	Woodland	Daily Democrat	"#<struct CityMetro st=""CA"", city=""Woodland"", fips_state=""06"", fips_place=""86328"", cbsa_code=""40900"", metro_name=""Sacramento-Arden-Arcade-Roseville, CA MSA"", metro_stature=""MSA"", pop_2007=2091120, pop_2000=1796857, pop_rank=26, pop_chg_pct_00_07=16.38, pop_chg_pct_avg=2.34, pop_at_or_above=127236264, pop_aoa_pct=41.7, metro_st=""CA"", metro_nickname=""Greater Sacramento"", csa_name=""Sacramento-Arden-Arcade-Yuba City, CA-NV CSA"">"	51731
Daytona Beach News Journal	Obama	Kerry	Gore	Clinton	Clinton	100	99627	99627	116700	29.2108147	-81.0228331	FL	Daytona Beach	Daytona Beach News Journal	"#<struct CityMetro st=""FL"", city=""Daytona Beach"", fips_state=""12"", fips_place=""16525"", cbsa_code=""19660"", metro_name=""Deltona-Daytona Beach-Ormond Beach, FL MSA"", metro_stature=""MSA"", pop_2007=500413, pop_2000=443343, pop_rank=100, pop_chg_pct_00_07=12.87, pop_chg_pct_avg=1.84, pop_at_or_above=197281798, pop_aoa_pct=64.6, metro_st=""FL"", metro_nickname="""", csa_name=""Orlando-Deltona-Daytona Beach, FL CSA"">"	64661
Daily Globe	McCain						9109			43.6199639	-95.5963979	MN	Worthington	Daily Globe	"#<struct CityMetro st=""MN"", city=""Worthington"", fips_state=""27"", fips_place=""71734"", cbsa_code=""49380"", metro_name=""Worthington, MN uSA"", metro_stature=""uSA"", pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>"	11274
Daily Press	McCain	Kerry			GHWBush		91508			36.9787588	-76.428003	VA	Newport News	Daily Press	"#<struct CityMetro st=""VA"", city=""Newport News"", fips_state=""51"", fips_place=""56000"", cbsa_code=""47260"", metro_name=""Virginia Beach-Norfolk-Newport News, VA-NC MSA"", metro_stature=""MSA"", pop_2007=1658754, pop_2000=1576917, pop_rank=34, pop_chg_pct_00_07=5.19, pop_chg_pct_avg=0.74, pop_at_or_above=141992968, pop_aoa_pct=46.5, metro_st=""VA-NC"", metro_nickname=""Hampton Roads"", csa_name=nil>"	180150
Anchorage Daily News	Obama	Kerry	Gore		Clinton		62893			61.2180556	-149.9002778	AK	Anchorage	Anchorage Daily News	"#<struct CityMetro st=""AK"", city=""Anchorage"", fips_state=""02"", fips_place=""03000"", cbsa_code=""11260"", metro_name=""Anchorage, AK MSA"", metro_stature=""MSA"", pop_2007=362340, pop_2000=319606, pop_rank=137, pop_chg_pct_00_07=13.37, pop_chg_pct_avg=1.91, pop_at_or_above=212638017, pop_aoa_pct=69.7, metro_st=""AK"", metro_nickname=nil, csa_name=nil>"	260283
News Leader	Obama	Bush			GHWBush		17238			38.149576	-79.0716958	VA	Staunton	News Leader	"#<struct CityMetro st=""VA"", city=""Staunton"", fips_state=""51"", fips_place=""75216"", cbsa_code=""44420"", metro_name=""Staunton-Waynesboro, VA uSA"", metro_stature=""uSA"", pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>"	24040
Tri City Herald	Obama	Kerry	Bush		Clinton		40830			46.2112458	-119.1372338	WA	Kennewick	Tri City Herald	"#<struct CityMetro st=""WA"", city=""Kennewick"", fips_state=""53"", fips_place=""35275"", cbsa_code=""28420"", metro_name=""Kennewick-Pasco-Richland, WA MSA"", metro_stature=""MSA"", pop_2007=228992, pop_2000=191822, pop_rank=188, pop_chg_pct_00_07=19.38, pop_chg_pct_avg=2.77, pop_at_or_above=227071720, pop_aoa_pct=74.4, metro_st=""WA"", metro_nickname=""The Tri-Cities"", csa_name=nil>"	62158
News and Observer	Obama	Kerry	Gore		Clinton	56	176083	176083	211245	35.772096	-78.6386145	NC	Raleigh	News and Observer	"#<struct CityMetro st=""NC"", city=""Raleigh"", fips_state=""37"", fips_place=""55000"", cbsa_code=""39580"", metro_name=""Raleigh-Cary, NC MSA"", metro_stature=""MSA"", pop_2007=1047629, pop_2000=797006, pop_rank=49, pop_chg_pct_00_07=31.45, pop_chg_pct_avg=4.49, pop_at_or_above=161703553, pop_aoa_pct=53.0, metro_st=""NC"", metro_nickname=""Research Triangle, The Triangle"", csa_name=""Raleigh-Durham-Cary, NC CSA"">"	276093
Orange County Register						29	250724	250724	311982	33.8352932	-117.9145036	CA	Anaheim	Orange County Register	"#<struct CityMetro st=""CA"", city=""Anaheim"", fips_state=""06"", fips_place=""02000"", cbsa_code=""31100"", metro_name=""Los Angeles-Long Beach-Santa Ana, CA MSA"", metro_stature=""MSA"", pop_2007=12875587, pop_2000=12365627, pop_rank=2, pop_chg_pct_00_07=4.12, pop_chg_pct_avg=0.59, pop_at_or_above=31691575, pop_aoa_pct=10.4, metro_st=""CA"", metro_nickname=""Greater Los Angeles, The Southland"", csa_name=""Los Angeles-Long Beach-Riverside, CA CSA"">"	328014
Canandaigua Daily Messenger				Clinton	Clinton					42.8742314	-77.2880382	NY	Canandaigua	Canandaigua Daily Messenger	#<struct CityMetro st=nil, city=nil, fips_state=nil, fips_place=nil, cbsa_code=nil, metro_name=nil, metro_stature=nil, pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>	11655
Billings Gazette	Obama	Kerry	Bush				45530			45.7832856	-108.5006904	MT	Billings	Billings Gazette	"#<struct CityMetro st=""MT"", city=""Billings"", fips_state=""30"", fips_place=""06550"", cbsa_code=""13740"", metro_name=""Billings, MT MSA"", metro_stature=""MSA"", pop_2007=149657, pop_2000=138904, pop_rank=266, pop_chg_pct_00_07=7.74, pop_chg_pct_avg=1.11, pop_at_or_above=239468925, pop_aoa_pct=78.5, metro_st=""MT"", metro_nickname=nil, csa_name=nil>"	99751
Rapid City Journal			Bush							44.0805434	-103.2310149	SD	Rapid City	Rapid City Journal	"#<struct CityMetro st=""SD"", city=""Rapid City"", fips_state=""46"", fips_place=""52980"", cbsa_code=""39660"", metro_name=""Rapid City, SD MSA"", metro_stature=""MSA"", pop_2007=120279, pop_2000=112818, pop_rank=326, pop_chg_pct_00_07=6.61, pop_chg_pct_avg=0.94, pop_at_or_above=245823525, pop_aoa_pct=80.5, metro_st=""SD"", metro_nickname=nil, csa_name=nil>"	61888
Johnson City Press				Clinton						36.3134397	-82.3534727	TN	Johnson City	Johnson City Press	"#<struct CityMetro st=""TN"", city=""Johnson City"", fips_state=""47"", fips_place=""38320"", cbsa_code=""27740"", metro_name=""Johnson City, TN MSA"", metro_stature=""MSA"", pop_2007=193554, pop_2000=181607, pop_rank=211, pop_chg_pct_00_07=6.58, pop_chg_pct_avg=0.94, pop_at_or_above=231854847, pop_aoa_pct=76.0, metro_st=""TN"", metro_nickname=""The Tri-Cities"", csa_name=""Johnson City-Kingsport-Bristol (Tri-Cities), TN-VA CSA"">"	58603
Times Standard			Bush							40.8020712	-124.1636729	CA	Eureka	Times Standard	"#<struct CityMetro st=""CA"", city=""Eureka"", fips_state=""06"", fips_place=""23042"", cbsa_code=""21700"", metro_name=""Eureka-Arcata-Fortuna, CA uSA"", metro_stature=""uSA"", pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>"	25626
Augusta Chronicle	McCain	Bush	Bush	Dole	GHWBush		68434			33.4709702	-81.9748379	GA	Augusta	Augusta Chronicle	"#<struct CityMetro st=""GA"", city=""Augusta"", fips_state=""13"", fips_place=""04204"", cbsa_code=""12260"", metro_name=""Augusta-Richmond County, GA-SC MSA"", metro_stature=""MSA"", pop_2007=528519, pop_2000=499653, pop_rank=95, pop_chg_pct_00_07=5.78, pop_chg_pct_avg=0.83, pop_at_or_above=194724103, pop_aoa_pct=63.8, metro_st=""GA-SC"", metro_nickname=""Central Savannah River Area"", csa_name=nil>"	43459
Antelope Valley Press				Dole	GHWBush					34.5794343	-118.1164613	CA	Palmdale	Antelope Valley Press	#<struct CityMetro st=nil, city=nil, fips_state=nil, fips_place=nil, cbsa_code=nil, metro_name=nil, metro_stature=nil, pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>	135294
Daily Camera	Obama	Kerry	Bush		Clinton		28994			40.0149856	-105.2705456	CO	Boulder	Daily Camera	"#<struct CityMetro st=""CO"", city=""Boulder"", fips_state=""08"", fips_place=""07850"", cbsa_code=""14500"", metro_name=""Boulder, CO MSA"", metro_stature=""MSA"", pop_2007=290262, pop_2000=269814, pop_rank=157, pop_chg_pct_00_07=7.58, pop_chg_pct_avg=1.08, pop_at_or_above=219127429, pop_aoa_pct=71.8, metro_st=""CO"", metro_nickname=""Boulder County"", csa_name=""Denver-Aurora-Boulder, CO CSA"">"	91521
Portland Commercial Review					Clinton					40.4344895	-84.9777455	IN	Portland	Portland Commercial Review	#<struct CityMetro st=nil, city=nil, fips_state=nil, fips_place=nil, cbsa_code=nil, metro_name=nil, metro_stature=nil, pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>	6207
Public Opinion	McCain	none					16679			39.9375911	-77.6611022	PA	Chambersburg	Public Opinion	"#<struct CityMetro st=""PA"", city=""Chambersburg"", fips_state=""42"", fips_place=""12536"", cbsa_code=""16540"", metro_name=""Chambersburg, PA uSA"", metro_stature=""uSA"", pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>"	17884
Herald Standard	Obama	Kerry		Clinton	Clinton		24341			39.900076	-79.7164326	PA	Uniontown	Herald Standard	#<struct CityMetro st=nil, city=nil, fips_state=nil, fips_place=nil, cbsa_code=nil, metro_name=nil, metro_stature=nil, pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>	11878
Honolulu Star Bulletin	Obama	Kerry					64305			21.3069444	-157.8583333	HI	Honolulu	Honolulu Star Bulletin	"#<struct CityMetro st=""HI"", city=""Honolulu"", fips_state=""15"", fips_place=""17000"", cbsa_code=""26180"", metro_name=""Honolulu, HI MSA"", metro_stature=""MSA"", pop_2007=905601, pop_2000=876156, pop_rank=54, pop_chg_pct_00_07=3.36, pop_chg_pct_avg=0.48, pop_at_or_above=166542856, pop_aoa_pct=54.6, metro_st=""HI"", metro_nickname=""O_ahu"", csa_name=nil>"	371657
Detroit Free Press	Obama	Kerry	Gore	Clinton	Clinton	22	308944	308944	606374	42.331427	-83.0457538	MI	Detroit	Detroit Free Press	"#<struct CityMetro st=""MI"", city=""Detroit"", fips_state=""26"", fips_place=""22000"", cbsa_code=""19820"", metro_name=""Detroit-Warren-Livonia, MI MSA"", metro_stature=""MSA"", pop_2007=4467592, pop_2000=4452559, pop_rank=11, pop_chg_pct_00_07=0.34, pop_chg_pct_avg=0.05, pop_at_or_above=83766478, pop_aoa_pct=27.4, metro_st=""MI"", metro_nickname=""Metro Detroit, Southeast Michigan"", csa_name=""Detroit-Warren-Flint, MI CSA"">"	951270
Telegram and Gazette	Obama	Kerry	Bush				81437			42.2625932	-71.8022934	MA	Worcester	Telegram and Gazette	"#<struct CityMetro st=""MA"", city=""Worcester"", fips_state=""25"", fips_place=""82000"", cbsa_code=""49340"", metro_name=""Worcester, MA MSA"", metro_stature=""MSA"", pop_2007=781352, pop_2000=749973, pop_rank=65, pop_chg_pct_00_07=4.18, pop_chg_pct_avg=0.6, pop_at_or_above=175710888, pop_aoa_pct=57.6, metro_st=""MA"", metro_nickname=""Worcester County"", csa_name=""Boston-Worcester-Manchester, MA-RI-NH CSA"">"	177216
Lodi News Sentinel				Dole	GHWBush					38.1301968	-121.2724473	CA	Lodi	Lodi News Sentinel	#<struct CityMetro st=nil, city=nil, fips_state=nil, fips_place=nil, cbsa_code=nil, metro_name=nil, metro_stature=nil, pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>	62778
Arkansas Democrat Gazette		Bush	Bush			52	182212	182212	274494	34.7464809	-92.2895948	AR	Little Rock	Arkansas Democrat Gazette	"#<struct CityMetro st=""AR"", city=""Little Rock"", fips_state=""05"", fips_place=""41000"", cbsa_code=""30780"", metro_name=""Little Rock-North Little Rock-Conway, AR MSA"", metro_stature=""MSA"", pop_2007=666401, pop_2000=610518, pop_rank=78, pop_chg_pct_00_07=9.15, pop_chg_pct_avg=1.31, pop_at_or_above=184875402, pop_aoa_pct=60.6, metro_st=""AR"", metro_nickname="""", csa_name=""Little Rock-North Little Rock-Pine Bluff, AR CSA"">"	184217
Wausau Daily Herald	Obama	Kerry								44.9591352	-89.6301221	WI	Wausau	Wausau Daily Herald	"#<struct CityMetro st=""WI"", city=""Wausau"", fips_state=""55"", fips_place=""84475"", cbsa_code=""48140"", metro_name=""Wausau, WI MSA"", metro_stature=""MSA"", pop_2007=129958, pop_2000=125834, pop_rank=308, pop_chg_pct_00_07=3.28, pop_chg_pct_avg=0.47, pop_at_or_above=244071413, pop_aoa_pct=80.0, metro_st=""WI"", metro_nickname="""", csa_name=""Wausau-Merrill, WI CSA"">"	36779
Shawnee News Star			Bush							35.3272928	-96.9253004	OK	Shawnee	Shawnee News Star	"#<struct CityMetro st=""OK"", city=""Shawnee"", fips_state=""40"", fips_place=""66800"", cbsa_code=""43060"", metro_name=""Shawnee, OK uSA"", metro_stature=""uSA"", pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>"	28692
Muskegon Chronicle	Obama	Kerry					41114			43.2341813	-86.2483921	MI	Muskegon	Muskegon Chronicle	"#<struct CityMetro st=""MI"", city=""Muskegon"", fips_state=""26"", fips_place=""56320"", cbsa_code=""34740"", metro_name=""Muskegon-Norton Shores, MI MSA"", metro_stature=""MSA"", pop_2007=174386, pop_2000=170200, pop_rank=229, pop_chg_pct_00_07=2.46, pop_chg_pct_avg=0.35, pop_at_or_above=234822789, pop_aoa_pct=76.9, metro_st=""MI"", metro_nickname=""West Michigan"", csa_name=""Grand Rapids-Muskegon-Holland, MI CSA"">"	40112
Mail Tribune	Obama	Kerry					30349			42.3265153	-122.8755949	OR	Medford	Mail Tribune	"#<struct CityMetro st=""OR"", city=""Medford"", fips_state=""41"", fips_place=""47000"", cbsa_code=""32780"", metro_name=""Medford, OR MSA"", metro_stature=""MSA"", pop_2007=199295, pop_2000=181269, pop_rank=204, pop_chg_pct_00_07=9.94, pop_chg_pct_avg=1.42, pop_at_or_above=230477093, pop_aoa_pct=75.5, metro_st=""OR"", metro_nickname=""Jackson County"", csa_name=nil>"	69638
Newsday			Gore		Clinton	11	379613	379613	441728	40.7934322	-73.4151214	NY	Melville	Newsday	"#<struct CityMetro st=""NY"", city=""Melville"", fips_state=nil, fips_place=nil, cbsa_code=35620, metro_name=""New York-Northern New Jersey-Long Island, NY-NJ-PA MSA"", metro_stature=""MSA"", pop_2007=18815988, pop_2000=18323002, pop_rank=1, pop_chg_pct_00_07=2.69, pop_chg_pct_avg=0.38, pop_at_or_above=18815988, pop_aoa_pct=6.2, metro_st=""NY-NJ-PA"", metro_nickname=""Greater New York, Tri-State Region"", csa_name=""New York-Newark-Bridgeport, NY-NJ-CT-PA CSA"">"	15428
Idaho Statesman	Obama	Kerry		Dole			61927			43.6135002	-116.2034505	ID	Boise	Idaho Statesman	"#<struct CityMetro st=""ID"", city=""Boise"", fips_state=""16"", fips_place=""08830"", cbsa_code=""14260"", metro_name=""Boise City-Nampa, ID MSA"", metro_stature=""MSA"", pop_2007=587689, pop_2000=464840, pop_rank=86, pop_chg_pct_00_07=26.43, pop_chg_pct_avg=3.78, pop_at_or_above=189799379, pop_aoa_pct=62.2, metro_st=""ID"", metro_nickname=""Treasure Valley"", csa_name=nil>"	145987
Anderson Independent Mail					Clinton					34.5034394	-82.6501333	SC	Anderson	Anderson Independent Mail	"#<struct CityMetro st=""SC"", city=""Anderson"", fips_state=""45"", fips_place=""01360"", cbsa_code=""11340"", metro_name=""Anderson, SC MSA"", metro_stature=""MSA"", pop_2007=179981, pop_2000=165740, pop_rank=227, pop_chg_pct_00_07=8.59, pop_chg_pct_avg=1.23, pop_at_or_above=234468976, pop_aoa_pct=76.8, metro_st=""SC"", metro_nickname=""The Upstate"", csa_name=""Greenville-Spartanburg-Anderson, SC CSA"">"	25393
Oakland Press	McCain	Bush								42.6389216	-83.2910468	MI	Pontiac	Oakland Press	"#<struct CityMetro st=""MI"", city=""Pontiac"", fips_state=""26"", fips_place=""65440"", cbsa_code=""19820"", metro_name=""Detroit-Warren-Livonia, MI MSA"", metro_stature=""MSA"", pop_2007=4467592, pop_2000=4452559, pop_rank=11, pop_chg_pct_00_07=0.34, pop_chg_pct_avg=0.05, pop_at_or_above=83766478, pop_aoa_pct=27.4, metro_st=""MI"", metro_nickname=""Metro Detroit, Southeast Michigan"", csa_name=""Detroit-Warren-Flint, MI CSA"">"	67994
Mount Airy News				Dole	GHWBush					36.4993007	-80.6072859	NC	Mount Airy	Mount Airy News	"#<struct CityMetro st=""NC"", city=""Mount Airy"", fips_state=""37"", fips_place=""44800"", cbsa_code=""34340"", metro_name=""Mount Airy, NC uSA"", metro_stature=""uSA"", pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>"	8327
Muscatine Journal				Dole						41.424473	-91.0432051	IA	Muscatine	Muscatine Journal	"#<struct CityMetro st=""IA"", city=""Muscatine"", fips_state=""19"", fips_place=""55110"", cbsa_code=""34700"", metro_name=""Muscatine, IA uSA"", metro_stature=""uSA"", pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>"	22529
Hereford Brand				Dole						34.8150622	-102.3977036	TX	Hereford	Hereford Brand	"#<struct CityMetro st=""TX"", city=""Hereford"", fips_state=""48"", fips_place=""33320"", cbsa_code=""25820"", metro_name=""Hereford, TX uSA"", metro_stature=""uSA"", pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>"	14372
Times West Virginian	Obama						10415			39.4850848	-80.1425781	WV	Fairmont	Times West Virginian	"#<struct CityMetro st=""WV"", city=""Fairmont"", fips_state=""54"", fips_place=""26452"", cbsa_code=""21900"", metro_name=""Fairmont, WV uSA"", metro_stature=""uSA"", pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>"	18820
Telegraph Forum	Obama						5969			40.8083909	-82.9754649	OH	Bucyrus	Telegraph Forum	"#<struct CityMetro st=""OH"", city=""Bucyrus"", fips_state=""39"", fips_place=""10030"", cbsa_code=""15340"", metro_name=""Bucyrus, OH uSA"", metro_stature=""uSA"", pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>"	12768
Lafayette Journal and Courier	Obama	Kerry					34545			40.4167022	-86.8752869	IN	Lafayette	Lafayette Journal and Courier	"#<struct CityMetro st=""IN"", city=""Lafayette"", fips_state=""18"", fips_place=""40788"", cbsa_code=""29140"", metro_name=""Lafayette, IN MSA"", metro_stature=""MSA"", pop_2007=192161, pop_2000=178541, pop_rank=215, pop_chg_pct_00_07=7.63, pop_chg_pct_avg=1.09, pop_at_or_above=232625203, pop_aoa_pct=76.2, metro_st=""IN"", metro_nickname="""", csa_name=""Lafayette-Frankfort, IN CSA"">"	62231
New Hampshire Union Leader	McCain	Bush	Bush	Dole	GHWBush		51782			42.9956397	-71.4547891	NH	Manchester	New Hampshire Union Leader	"#<struct CityMetro st=""NH"", city=""Manchester"", fips_state=""33"", fips_place=""45140"", cbsa_code=""31700"", metro_name=""Manchester-Nashua, NH MSA"", metro_stature=""MSA"", pop_2007=402302, pop_2000=380843, pop_rank=124, pop_chg_pct_00_07=5.63, pop_chg_pct_avg=0.8, pop_at_or_above=207700436, pop_aoa_pct=68.1, metro_st=""NH"", metro_nickname="""", csa_name=""Boston-Worcester-Manchester, MA-RI-NH CSA"">"	109877
Salinas Californian				Clinton						36.6777372	-121.6555013	CA	Salinas	Salinas Californian	"#<struct CityMetro st=""CA"", city=""Salinas"", fips_state=""06"", fips_place=""64224"", cbsa_code=""41500"", metro_name=""Salinas, CA MSA"", metro_stature=""MSA"", pop_2007=407637, pop_2000=401764, pop_rank=119, pop_chg_pct_00_07=1.46, pop_chg_pct_avg=0.21, pop_at_or_above=205678031, pop_aoa_pct=67.4, metro_st=""CA"", metro_nickname=""Monterey County"", csa_name=nil>"	148691
Lexington Dispatch				Clinton						35.8240265	-80.2533838	NC	Lexington	Lexington Dispatch	"#<struct CityMetro st=""NC"", city=""Lexington"", fips_state=""37"", fips_place=""38060"", cbsa_code=""45640"", metro_name=""Thomasville-Lexington, NC uSA"", metro_stature=""uSA"", pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>"	20784
